Symbol,Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Latest Price
ETH,0.2524982014544932,0.20592299737806452,0.6265114254768461,0.6073183204037621,-0.6336053905174788,4482.99264734756
SOL,0.01182051042799448,0.009821184543471917,0.7153472412578633,0.367071605846147,-0.5982407317491021,240.4619147549328
HYPE,7.258942013439688,4.78882744471965,1.045074087902108,2.184631214021537,-0.6831933231143102,53.78808702215179
BNB,0.6453623071541776,0.5130771966165044,0.3979902446026734,1.238126175296349,-0.29014451215894,1077.0398776933084
AVAX,-0.23156773038523015,-0.19673268048704173,0.7790267396503696,0.10853338930675904,-0.7051295920417857,32.97013654310391
TRON,0.7047323084550272,0.5583483869459491,0.9231241721168825,0.819113094535105,-0.48955590945871885,0.346466385352451
APTOS,-0.6409687068582798,-0.5734096523746979,0.7113190401960887,-0.8371836109298292,-0.7329737651066796,4.599445286885026
SUI,0.058274304472088145,0.048233298696470195,0.8765483588996966,0.4830525541402643,-0.6375874767372928,3.6486273570827854
